"mac_Id","ts","Acc_Angle","Acceleration_y","Acceleration_Z","Aceeleration_x","Device_ID","Gyro_x","Gyro_y","Gyro_z","time","Velocity"
"2c:3a:e8:03:e2:03","1661180539921","85.56322479","0.644040287","9.533711433","'-0.363918662","ESP8266_1","'-24.25956154","0.076335937","5.129775047","46463","3998541.5"
"2c:3a:e8:03:e2:03","1661180540099","85.45192719","0.423773706","9.244012833","0.600944638","ESP8266_1","'-25.14505959","'-6.137409687","10.82443714","46633","4023988.75"
"2c:3a:e8:03:e2:03","1661180540280","80.56941223","1.434126854","9.208099365","0.531512797","ESP8266_1","'-36.27484131","0.442748427","'-6.396951675","46817","4050423.75"
"2c:3a:e8:03:e2:03","1661180540450","84.66880035","0.969651699","10.53209305","'-0.160411507","ESP8266_1","'-60.15272141","'-6.015272141","13.23665142","46994","4077232.5"
"2c:3a:e8:03:e2:03","1661180540621","63.48106384","'-4.587290287","11.40837097","3.371036053","ESP8266_1","'-164.9008789","'-43.06873703","'-168.9161682","47163","4109725"
"2c:3a:e8:03:e2:03","1661180540791","70.45032501","'-0.253785372","4.280832767","1.498770237","ESP8266_1","'-28.42750359","'-49.96950531","'-18.15268707","47334","4128123.75"
"2c:3a:e8:03:e2:03","1661180540987","63.78201675","'-1.426944256","11.38682365","5.422866821","ESP8266_1","'-38.00003052","'-7.801532745","18.77863884","47504","4158073"
"2c:3a:e8:03:e2:03","1661180541135","59.54973221","'-0.301669419","8.185775757","4.802768707","ESP8266_1","'-19.14505386","'-9.786267281","'-46.47332001","47674","4180874.25"
"2c:3a:e8:03:e2:03","1661180541302","56.06233597","0.282515794","7.508216381","5.044582844","ESP8266_1","'-23.17559242","'-5.603058338","'-14.82443905","47845","4203662.5"
"2c:3a:e8:03:e2:03","1661180541473","59.20716858","0.004788403","8.396465302","5.003881454","ESP8266_1","'-17.14505196","'-0.610687494","7.41985321","48014","4227817"
"2c:3a:e8:03:e2:03","1661180541644","61.35852432","'-0.193930343","8.901641846","4.857835293","ESP8266_1","'-25.92368317","10.48855782","2.320612669","48186","4252478.5"
"2c:3a:e8:03:e2:03","1661180541801","66.23869324","'-0.37349546","8.585607529","3.761290789","ESP8266_1","'-35.02292633","3.511453152","3.541987419","48361","4265098.5"
"2c:3a:e8:03:e2:03","1661180542010","64.89517975","'-0.20350714","8.432378769","3.945644379","ESP8266_1","'-29.40460587","'-1.374046922","9.603060722","48555","4289614.5"
"2c:3a:e8:03:e2:03","1661180542180","60.80719376","'-0.447715729","8.475474358","4.714183331","ESP8266_1","'-46.91606522","6.412219048","'-36.1985054","48725","4313801"
"2c:3a:e8:03:e2:03","1661180542351","64.80140686","'-0.395043284","8.827422142","4.134786129","ESP8266_1","'-46.73286438","'-9.343519211","'-38.93132782","48894","4337776.5"
"2c:3a:e8:03:e2:03","1661180542529","59.62631226","0.339976639","8.753201485","5.118803024","ESP8266_1","'-5.984737396","5.37405014","'-0.030534375","49070","4362299.5"
